Filepath,Pitchpath,Emotion
../dataset/meld/train/dia755_utt5.mp4,augmented_pitch\dia755_utt5_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/28455.wav,augmented_pitch\28455_pitch.wav,Neutral
../dataset/meld/train/dia29_utt3.mp4,augmented_pitch\dia29_utt3_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/12720.wav,augmented_pitch\12720_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/42328.wav,augmented_pitch\42328_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/29193.wav,augmented_pitch\29193_pitch.wav,Question
../dataset/esd/0020/Happy/0020_000776.wav,augmented_pitch\0020_000776_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/17849.wav,augmented_pitch\17849_pitch.wav,Happy
../dataset/esd/0015/Sad/0015_001364.wav,augmented_pitch\0015_001364_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/01636.wav,augmented_pitch\01636_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1085_TAI_NEU_XX.wav,augmented_pitch\1085_TAI_NEU_XX_pitch.wav,Neutral
../dataset/tess/OAF_angry/OAF_hire_angry.wav,augmented_pitch\OAF_hire_angry_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/20539.wav,augmented_pitch\20539_pitch.wav,Question
../dataset/esd/0013/Sad/0013_001374.wav,augmented_pitch\0013_001374_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/13592.wav,augmented_pitch\13592_pitch.wav,Happy
../dataset/esd/0014/Angry/0014_000486.wav,augmented_pitch\0014_000486_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/01845.wav,augmented_pitch\01845_pitch.wav,Happy
../dataset/esd/0011/Sad/0011_001360.wav,augmented_pitch\0011_001360_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/13918.wav,augmented_pitch\13918_pitch.wav,Question
../dataset/savee/JK_d12.wav,augmented_pitch\JK_d12_pitch.wav,Disgust
../dataset/esd/0016/Angry/0016_000418.wav,augmented_pitch\0016_000418_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1076_ITH_SAD_XX.wav,augmented_pitch\1076_ITH_SAD_XX_pitch.wav,Sad
../dataset/esd/0020/Angry/0020_000631.wav,augmented_pitch\0020_000631_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/11027.wav,augmented_pitch\11027_pitch.wav,Bored
../dataset/esd/0011/Sad/0011_001096.wav,augmented_pitch\0011_001096_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/33488.wav,augmented_pitch\33488_pitch.wav,Happy
../dataset/esd/0011/Surprise/0011_001525.wav,augmented_pitch\0011_001525_pitch.wav,Surprise
../dataset/meld/train/dia79_utt4.mp4,augmented_pitch\dia79_utt4_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1071_WSI_FEA_XX.wav,augmented_pitch\1071_WSI_FEA_XX_pitch.wav,Fear
../dataset/esd/0019/Sad/0019_001099.wav,augmented_pitch\0019_001099_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/42411.wav,augmented_pitch\42411_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/01019.wav,augmented_pitch\01019_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/20139.wav,augmented_pitch\20139_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/16312.wav,augmented_pitch\16312_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/37383.wav,augmented_pitch\37383_pitch.wav,Bored
../dataset/meld/train/dia741_utt4.mp4,augmented_pitch\dia741_utt4_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/12415.wav,augmented_pitch\12415_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/09853.wav,augmented_pitch\09853_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/00474.wav,augmented_pitch\00474_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/08697.wav,augmented_pitch\08697_pitch.wav,Neutral
../dataset/tess/OAF_neutral/OAF_chain_neutral.wav,augmented_pitch\OAF_chain_neutral_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14161.wav,augmented_pitch\14161_pitch.wav,Happy
../dataset/esd/0011/Happy/0011_000816.wav,augmented_pitch\0011_000816_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/08562.wav,augmented_pitch\08562_pitch.wav,Bored
../dataset/esd/0011/Sad/0011_001077.wav,augmented_pitch\0011_001077_pitch.wav,Sad
../dataset/tess/YAF_angry/YAF_search_angry.wav,augmented_pitch\YAF_search_angry_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/40425.wav,augmented_pitch\40425_pitch.wav,Bored
../dataset/esd/0019/Sad/0019_001112.wav,augmented_pitch\0019_001112_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/18253.wav,augmented_pitch\18253_pitch.wav,Bored
../dataset/esd/0012/Neutral/0012_000077.wav,augmented_pitch\0012_000077_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14696.wav,augmented_pitch\14696_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/36348.wav,augmented_pitch\36348_pitch.wav,Question
../dataset/crema-d/AudioWAV/1036_WSI_SAD_XX.wav,augmented_pitch\1036_WSI_SAD_XX_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/43413.wav,augmented_pitch\43413_pitch.wav,Neutral
../dataset/meld/train/dia808_utt3.mp4,augmented_pitch\dia808_utt3_pitch.wav,Neutral
../dataset/meld/train/dia253_utt6.mp4,augmented_pitch\dia253_utt6_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/05770.wav,augmented_pitch\05770_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/04492.wav,augmented_pitch\04492_pitch.wav,Question
../dataset/crema-d/AudioWAV/1048_IEO_DIS_LO.wav,augmented_pitch\1048_IEO_DIS_LO_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/31395.wav,augmented_pitch\31395_pitch.wav,Question
../dataset/tess/YAF_sad/YAF_keg_sad.wav,augmented_pitch\YAF_keg_sad_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1031_WSI_SAD_XX.wav,augmented_pitch\1031_WSI_SAD_XX_pitch.wav,Sad
../dataset/esd/0017/Angry/0017_000391.wav,augmented_pitch\0017_000391_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/29691.wav,augmented_pitch\29691_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/30907.wav,augmented_pitch\30907_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/00680.wav,augmented_pitch\00680_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/11918.wav,augmented_pitch\11918_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/15139.wav,augmented_pitch\15139_pitch.wav,Question
../dataset/meld/train/dia20_utt16.mp4,augmented_pitch\dia20_utt16_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/41338.wav,augmented_pitch\41338_pitch.wav,Question
../dataset/esd/0011/Surprise/0011_001445.wav,augmented_pitch\0011_001445_pitch.wav,Surprise
../dataset/tess/OAF_Fear/OAF_merge_fear.wav,augmented_pitch\OAF_merge_fear_pitch.wav,Fear
../dataset/meld/train/dia179_utt9.mp4,augmented_pitch\dia179_utt9_pitch.wav,Neutral
../dataset/esd/0013/Angry/0013_000651.wav,augmented_pitch\0013_000651_pitch.wav,Anger
../dataset/esd/0012/Angry/0012_000596.wav,augmented_pitch\0012_000596_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/38714.wav,augmented_pitch\38714_pitch.wav,Question
../dataset/esd/0016/Angry/0016_000609.wav,augmented_pitch\0016_000609_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1021_IEO_DIS_HI.wav,augmented_pitch\1021_IEO_DIS_HI_pitch.wav,Disgust
../dataset/crema-d/AudioWAV/1016_WSI_DIS_XX.wav,augmented_pitch\1016_WSI_DIS_XX_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/26682.wav,augmented_pitch\26682_pitch.wav,Question
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_happy_12b_2.wav,augmented_pitch\female2_happy_12b_2_pitch.wav,Happy
../dataset/tess/YAF_fear/YAF_gin_fear.wav,augmented_pitch\YAF_gin_fear_pitch.wav,Fear
../dataset/meld/train/dia719_utt4.mp4,augmented_pitch\dia719_utt4_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/32761.wav,augmented_pitch\32761_pitch.wav,Neutral
../dataset/meld/train/dia952_utt0.mp4,augmented_pitch\dia952_utt0_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/39171.wav,augmented_pitch\39171_pitch.wav,Happy
../dataset/tess/OAF_happy/OAF_void_happy.wav,augmented_pitch\OAF_void_happy_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/40088.wav,augmented_pitch\40088_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/30943.wav,augmented_pitch\30943_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/33705.wav,augmented_pitch\33705_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/45452.wav,augmented_pitch\45452_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/38907.wav,augmented_pitch\38907_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/02618.wav,augmented_pitch\02618_pitch.wav,Neutral
../dataset/esd/0019/Angry/0019_000551.wav,augmented_pitch\0019_000551_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/26556.wav,augmented_pitch\26556_pitch.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_neutral_14a_1.wav,augmented_pitch\male2_neutral_14a_1_pitch.wav,Neutral
../dataset/esd/0020/Angry/0020_000699.wav,augmented_pitch\0020_000699_pitch.wav,Anger
../dataset/esd/0011/Happy/0011_000970.wav,augmented_pitch\0011_000970_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1001_MTI_HAP_XX.wav,augmented_pitch\1001_MTI_HAP_XX_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/46590.wav,augmented_pitch\46590_pitch.wav,Bored
../dataset/esd/0016/Neutral/0016_000256.wav,augmented_pitch\0016_000256_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/26137.wav,augmented_pitch\26137_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/39502.wav,augmented_pitch\39502_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/43026.wav,augmented_pitch\43026_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/14167.wav,augmented_pitch\14167_pitch.wav,Neutral
../dataset/meld/train/dia236_utt7.mp4,augmented_pitch\dia236_utt7_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/34773.wav,augmented_pitch\34773_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1080_TIE_NEU_XX.wav,augmented_pitch\1080_TIE_NEU_XX_pitch.wav,Neutral
../dataset/esd/0014/Happy/0014_000766.wav,augmented_pitch\0014_000766_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/33791.wav,augmented_pitch\33791_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/40840.wav,augmented_pitch\40840_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/39317.wav,augmented_pitch\39317_pitch.wav,Question
../dataset/esd/0019/Angry/0019_000555.wav,augmented_pitch\0019_000555_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1041_TIE_ANG_XX.wav,augmented_pitch\1041_TIE_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/41115.wav,augmented_pitch\41115_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/39183.wav,augmented_pitch\39183_pitch.wav,Question
../dataset/esd/0011/Surprise/0011_001562.wav,augmented_pitch\0011_001562_pitch.wav,Surprise
../dataset/meld/train/dia875_utt4.mp4,augmented_pitch\dia875_utt4_pitch.wav,Anger
../dataset/esd/0019/Happy/0019_000739.wav,augmented_pitch\0019_000739_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/24665.wav,augmented_pitch\24665_pitch.wav,Bored
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_neutral_7b_2.wav,augmented_pitch\female2_neutral_7b_2_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/27947.wav,augmented_pitch\27947_pitch.wav,Question
../dataset/esd/0015/Angry/0015_000428.wav,augmented_pitch\0015_000428_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/27062.wav,augmented_pitch\27062_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/00566.wav,augmented_pitch\00566_pitch.wav,Question
../dataset/esd/0019/Sad/0019_001197.wav,augmented_pitch\0019_001197_pitch.wav,Sad
../dataset/esd/0017/Happy/0017_000984.wav,augmented_pitch\0017_000984_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/28296.wav,augmented_pitch\28296_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/34375.wav,augmented_pitch\34375_pitch.wav,Question
../dataset/meld/train/dia47_utt17.mp4,augmented_pitch\dia47_utt17_pitch.wav,Neutral
../dataset/tess/OAF_Pleasant_surprise/OAF_judge_ps.wav,augmented_pitch\OAF_judge_ps_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/02730.wav,augmented_pitch\02730_pitch.wav,Question
../dataset/esd/0017/Neutral/0017_000004.wav,augmented_pitch\0017_000004_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/00765.wav,augmented_pitch\00765_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/44646.wav,augmented_pitch\44646_pitch.wav,Neutral
../dataset/esd/0014/Surprise/0014_001481.wav,augmented_pitch\0014_001481_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1008_TSI_ANG_XX.wav,augmented_pitch\1008_TSI_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/11586.wav,augmented_pitch\11586_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/43630.wav,augmented_pitch\43630_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/06296.wav,augmented_pitch\06296_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/21266.wav,augmented_pitch\21266_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/27930.wav,augmented_pitch\27930_pitch.wav,Happy
../dataset/tess/OAF_Pleasant_surprise/OAF_ton_ps.wav,augmented_pitch\OAF_ton_ps_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/28486.wav,augmented_pitch\28486_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/28548.wav,augmented_pitch\28548_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/39942.wav,augmented_pitch\39942_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/23264.wav,augmented_pitch\23264_pitch.wav,Happy
../dataset/meld/train/dia344_utt12.mp4,augmented_pitch\dia344_utt12_pitch.wav,Happy
../dataset/meld/train/dia75_utt0.mp4,augmented_pitch\dia75_utt0_pitch.wav,Neutral
../dataset/esd/0012/Neutral/0012_000234.wav,augmented_pitch\0012_000234_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/00781.wav,augmented_pitch\00781_pitch.wav,Neutral
../dataset/meld/train/dia191_utt6.mp4,augmented_pitch\dia191_utt6_pitch.wav,Neutral
../dataset/esd/0018/Happy/0018_000732.wav,augmented_pitch\0018_000732_pitch.wav,Happy
../dataset/esd/0017/Happy/0017_001012.wav,augmented_pitch\0017_001012_pitch.wav,Happy
../dataset/ravdess/Actor_24/03-01-06-02-02-02-24.wav,augmented_pitch\03-01-06-02-02-02-24_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/21783.wav,augmented_pitch\21783_pitch.wav,Question
../dataset/esd/0018/Neutral/0018_000115.wav,augmented_pitch\0018_000115_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/19916.wav,augmented_pitch\19916_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/03108.wav,augmented_pitch\03108_pitch.wav,Bored
../dataset/tess/YAF_pleasant_surprised/YAF_boat_ps.wav,augmented_pitch\YAF_boat_ps_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/13722.wav,augmented_pitch\13722_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/07863.wav,augmented_pitch\07863_pitch.wav,Bored
../dataset/esd/0016/Angry/0016_000504.wav,augmented_pitch\0016_000504_pitch.wav,Anger
../dataset/ravdess/Actor_12/03-01-06-02-02-02-12.wav,augmented_pitch\03-01-06-02-02-02-12_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/34429.wav,augmented_pitch\34429_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/43999.wav,augmented_pitch\43999_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/39216.wav,augmented_pitch\39216_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/18118.wav,augmented_pitch\18118_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/01557.wav,augmented_pitch\01557_pitch.wav,Question
../dataset/tess/YAF_fear/YAF_laud_fear.wav,augmented_pitch\YAF_laud_fear_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/20613.wav,augmented_pitch\20613_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/15715.wav,augmented_pitch\15715_pitch.wav,Neutral
../dataset/esd/0018/Surprise/0018_001601.wav,augmented_pitch\0018_001601_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/22014.wav,augmented_pitch\22014_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/43169.wav,augmented_pitch\43169_pitch.wav,Neutral
../dataset/meld/train/dia130_utt11.mp4,augmented_pitch\dia130_utt11_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/30863.wav,augmented_pitch\30863_pitch.wav,Question
../dataset/esd/0011/Surprise/0011_001625.wav,augmented_pitch\0011_001625_pitch.wav,Surprise
../dataset/meld/train/dia15_utt9.mp4,augmented_pitch\dia15_utt9_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/44528.wav,augmented_pitch\44528_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/23956.wav,augmented_pitch\23956_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/42880.wav,augmented_pitch\42880_pitch.wav,Bored
../dataset/meld/train/dia109_utt14.mp4,augmented_pitch\dia109_utt14_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/41825.wav,augmented_pitch\41825_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1017_IEO_ANG_HI.wav,augmented_pitch\1017_IEO_ANG_HI_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/36601.wav,augmented_pitch\36601_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/32249.wav,augmented_pitch\32249_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/35721.wav,augmented_pitch\35721_pitch.wav,Bored
../dataset/esd/0019/Neutral/0019_000211.wav,augmented_pitch\0019_000211_pitch.wav,Neutral
../dataset/esd/0011/Angry/0011_000411.wav,augmented_pitch\0011_000411_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/40145.wav,augmented_pitch\40145_pitch.wav,Bored
../dataset/esd/0013/Neutral/0013_000299.wav,augmented_pitch\0013_000299_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/44154.wav,augmented_pitch\44154_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1035_IOM_ANG_XX.wav,augmented_pitch\1035_IOM_ANG_XX_pitch.wav,Anger
../dataset/meld/train/dia991_utt13.mp4,augmented_pitch\dia991_utt13_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/24960.wav,augmented_pitch\24960_pitch.wav,Bored
../dataset/esd/0020/Angry/0020_000671.wav,augmented_pitch\0020_000671_pitch.wav,Anger
../dataset/esd/0016/Happy/0016_000798.wav,augmented_pitch\0016_000798_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/34308.wav,augmented_pitch\34308_pitch.wav,Bored
../dataset/esd/0015/Happy/0015_000824.wav,augmented_pitch\0015_000824_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/12288.wav,augmented_pitch\12288_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/10200.wav,augmented_pitch\10200_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/04575.wav,augmented_pitch\04575_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/40810.wav,augmented_pitch\40810_pitch.wav,Bored
../dataset/esd/0016/Neutral/0016_000059.wav,augmented_pitch\0016_000059_pitch.wav,Neutral
../dataset/meld/train/dia767_utt9.mp4,augmented_pitch\dia767_utt9_pitch.wav,Neutral
../dataset/meld/train/dia841_utt11.mp4,augmented_pitch\dia841_utt11_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14479.wav,augmented_pitch\14479_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/01802.wav,augmented_pitch\01802_pitch.wav,Question
../dataset/crema-d/AudioWAV/1035_ITS_DIS_XX.wav,augmented_pitch\1035_ITS_DIS_XX_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/08189.wav,augmented_pitch\08189_pitch.wav,Neutral
../dataset/meld/train/dia21_utt3.mp4,augmented_pitch\dia21_utt3_pitch.wav,Surprise
../dataset/esd/0020/Angry/0020_000509.wav,augmented_pitch\0020_000509_pitch.wav,Anger
../dataset/tess/OAF_Sad/OAF_wash_sad.wav,augmented_pitch\OAF_wash_sad_pitch.wav,Sad
../dataset/meld/train/dia504_utt12.mp4,augmented_pitch\dia504_utt12_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/40560.wav,augmented_pitch\40560_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1011_IEO_SAD_LO.wav,augmented_pitch\1011_IEO_SAD_LO_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/28731.wav,augmented_pitch\28731_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/21167.wav,augmented_pitch\21167_pitch.wav,Happy
../dataset/esd/0020/Surprise/0020_001500.wav,augmented_pitch\0020_001500_pitch.wav,Surprise
../dataset/meld/train/dia637_utt9.mp4,augmented_pitch\dia637_utt9_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/40665.wav,augmented_pitch\40665_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/22629.wav,augmented_pitch\22629_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/23651.wav,augmented_pitch\23651_pitch.wav,Question
../dataset/esd/0019/Sad/0019_001162.wav,augmented_pitch\0019_001162_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/08846.wav,augmented_pitch\08846_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/28270.wav,augmented_pitch\28270_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/28608.wav,augmented_pitch\28608_pitch.wav,Bored
../dataset/esd/0015/Happy/0015_000733.wav,augmented_pitch\0015_000733_pitch.wav,Happy
../dataset/esd/0020/Happy/0020_001039.wav,augmented_pitch\0020_001039_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/26642.wav,augmented_pitch\26642_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1091_IOM_SAD_XX.wav,augmented_pitch\1091_IOM_SAD_XX_pitch.wav,Sad
../dataset/meld/train/dia388_utt12.mp4,augmented_pitch\dia388_utt12_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/35327.wav,augmented_pitch\35327_pitch.wav,Happy
../dataset/meld/train/dia410_utt8.mp4,augmented_pitch\dia410_utt8_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1011_TAI_FEA_XX.wav,augmented_pitch\1011_TAI_FEA_XX_pitch.wav,Fear
../dataset/meld/train/dia429_utt8.mp4,augmented_pitch\dia429_utt8_pitch.wav,Neutral
../dataset/esd/0015/Angry/0015_000505.wav,augmented_pitch\0015_000505_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1082_TSI_NEU_XX.wav,augmented_pitch\1082_TSI_NEU_XX_pitch.wav,Neutral
../dataset/esd/0011/Surprise/0011_001404.wav,augmented_pitch\0011_001404_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/02930.wav,augmented_pitch\02930_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/46614.wav,augmented_pitch\46614_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1007_WSI_ANG_XX.wav,augmented_pitch\1007_WSI_ANG_XX_pitch.wav,Anger
../dataset/tess/OAF_Pleasant_surprise/OAF_mop_ps.wav,augmented_pitch\OAF_mop_ps_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1056_TAI_HAP_XX.wav,augmented_pitch\1056_TAI_HAP_XX_pitch.wav,Happy
../dataset/esd/0012/Happy/0012_000967.wav,augmented_pitch\0012_000967_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/17808.wav,augmented_pitch\17808_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/18459.wav,augmented_pitch\18459_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/16136.wav,augmented_pitch\16136_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/10914.wav,augmented_pitch\10914_pitch.wav,Bored
../dataset/esd/0013/Surprise/0013_001649.wav,augmented_pitch\0013_001649_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1049_TSI_SAD_XX.wav,augmented_pitch\1049_TSI_SAD_XX_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1045_DFA_HAP_XX.wav,augmented_pitch\1045_DFA_HAP_XX_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/27113.wav,augmented_pitch\27113_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/01163.wav,augmented_pitch\01163_pitch.wav,Bored
../dataset/esd/0013/Surprise/0013_001612.wav,augmented_pitch\0013_001612_pitch.wav,Surprise
../dataset/esd/0015/Sad/0015_001084.wav,augmented_pitch\0015_001084_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/19709.wav,augmented_pitch\19709_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/25596.wav,augmented_pitch\25596_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1023_TIE_HAP_XX.wav,augmented_pitch\1023_TIE_HAP_XX_pitch.wav,Happy
../dataset/meld/train/dia132_utt6.mp4,augmented_pitch\dia132_utt6_pitch.wav,Sad
../dataset/esd/0015/Happy/0015_000835.wav,augmented_pitch\0015_000835_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/26844.wav,augmented_pitch\26844_pitch.wav,Happy
../dataset/esd/0014/Angry/0014_000648.wav,augmented_pitch\0014_000648_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/40374.wav,augmented_pitch\40374_pitch.wav,Neutral
../dataset/meld/train/dia584_utt3.mp4,augmented_pitch\dia584_utt3_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/32909.wav,augmented_pitch\32909_pitch.wav,Bored
../dataset/meld/train/dia94_utt7.mp4,augmented_pitch\dia94_utt7_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/35811.wav,augmented_pitch\35811_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/04699.wav,augmented_pitch\04699_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/42265.wav,augmented_pitch\42265_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/46271.wav,augmented_pitch\46271_pitch.wav,Neutral
../dataset/tess/YAF_disgust/YAF_mob_disgust.wav,augmented_pitch\YAF_mob_disgust_pitch.wav,Disgust
../dataset/esd/0020/Neutral/0020_000144.wav,augmented_pitch\0020_000144_pitch.wav,Neutral
../dataset/esd/0016/Happy/0016_000872.wav,augmented_pitch\0016_000872_pitch.wav,Happy
