Filepath,Noisepath,Emotion
../dataset/meld/train/dia365_utt2.mp4,augmented_noise\dia365_utt2_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/24244.wav,augmented_noise\24244_noise.wav,Bored
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_sad_9b_2.wav,augmented_noise\male2_sad_9b_2_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/46404.wav,augmented_noise\46404_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/13045.wav,augmented_noise\13045_noise.wav,Question
../dataset/mlend/MLEndSND_Public/38508.wav,augmented_noise\38508_noise.wav,Neutral
../dataset/esd/0013/Happy/0013_000972.wav,augmented_noise\0013_000972_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/18899.wav,augmented_noise\18899_noise.wav,Bored
../dataset/meld/train/dia803_utt6.mp4,augmented_noise\dia803_utt6_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/20537.wav,augmented_noise\20537_noise.wav,Neutral
../dataset/esd/0011/Surprise/0011_001681.wav,augmented_noise\0011_001681_noise.wav,Surprise
../dataset/meld/train/dia907_utt13.mp4,augmented_noise\dia907_utt13_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/37038.wav,augmented_noise\37038_noise.wav,Question
../dataset/mlend/MLEndSND_Public/34917.wav,augmented_noise\34917_noise.wav,Happy
../dataset/esd/0018/Sad/0018_001277.wav,augmented_noise\0018_001277_noise.wav,Sad
../dataset/crema-d/AudioWAV/1027_IWL_SAD_XX.wav,augmented_noise\1027_IWL_SAD_XX_noise.wav,Sad
../dataset/crema-d/AudioWAV/1032_DFA_NEU_XX.wav,augmented_noise\1032_DFA_NEU_XX_noise.wav,Neutral
../dataset/meld/train/dia629_utt16.mp4,augmented_noise\dia629_utt16_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/11820.wav,augmented_noise\11820_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/40940.wav,augmented_noise\40940_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/34018.wav,augmented_noise\34018_noise.wav,Bored
../dataset/crema-d/AudioWAV/1068_MTI_SAD_XX.wav,augmented_noise\1068_MTI_SAD_XX_noise.wav,Sad
../dataset/esd/0012/Sad/0012_001330.wav,augmented_noise\0012_001330_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/42401.wav,augmented_noise\42401_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/21173.wav,augmented_noise\21173_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/03502.wav,augmented_noise\03502_noise.wav,Question
../dataset/mlend/MLEndSND_Public/35192.wav,augmented_noise\35192_noise.wav,Bored
../dataset/meld/train/dia180_utt13.mp4,augmented_noise\dia180_utt13_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/16404.wav,augmented_noise\16404_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/25068.wav,augmented_noise\25068_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/28101.wav,augmented_noise\28101_noise.wav,Happy
../dataset/meld/train/dia486_utt16.mp4,augmented_noise\dia486_utt16_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1034_ITS_NEU_XX.wav,augmented_noise\1034_ITS_NEU_XX_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1013_TAI_SAD_XX.wav,augmented_noise\1013_TAI_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/12328.wav,augmented_noise\12328_noise.wav,Question
../dataset/tess/YAF_disgust/YAF_keg_disgust.wav,augmented_noise\YAF_keg_disgust_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/27890.wav,augmented_noise\27890_noise.wav,Question
../dataset/ravdess/Actor_20/03-01-06-02-02-01-20.wav,augmented_noise\03-01-06-02-02-01-20_noise.wav,Fear
../dataset/esd/0017/Sad/0017_001272.wav,augmented_noise\0017_001272_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/27279.wav,augmented_noise\27279_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/27277.wav,augmented_noise\27277_noise.wav,Question
../dataset/crema-d/AudioWAV/1070_TAI_NEU_XX.wav,augmented_noise\1070_TAI_NEU_XX_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/33112.wav,augmented_noise\33112_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/22089.wav,augmented_noise\22089_noise.wav,Bored
../dataset/esd/0014/Sad/0014_001255.wav,augmented_noise\0014_001255_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/12893.wav,augmented_noise\12893_noise.wav,Question
../dataset/mlend/MLEndSND_Public/09414.wav,augmented_noise\09414_noise.wav,Bored
../dataset/esd/0017/Angry/0017_000635.wav,augmented_noise\0017_000635_noise.wav,Anger
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_happy_9a_1.wav,augmented_noise\female1_happy_9a_1_noise.wav,Happy
../dataset/esd/0019/Sad/0019_001083.wav,augmented_noise\0019_001083_noise.wav,Sad
../dataset/meld/train/dia781_utt0.mp4,augmented_noise\dia781_utt0_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1038_TIE_ANG_XX.wav,augmented_noise\1038_TIE_ANG_XX_noise.wav,Anger
../dataset/esd/0020/Angry/0020_000637.wav,augmented_noise\0020_000637_noise.wav,Anger
../dataset/esd/0013/Sad/0013_001156.wav,augmented_noise\0013_001156_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/31367.wav,augmented_noise\31367_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/42291.wav,augmented_noise\42291_noise.wav,Happy
../dataset/esd/0015/Angry/0015_000455.wav,augmented_noise\0015_000455_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/27610.wav,augmented_noise\27610_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/36165.wav,augmented_noise\36165_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/17911.wav,augmented_noise\17911_noise.wav,Question
../dataset/crema-d/AudioWAV/1006_IWL_SAD_XX.wav,augmented_noise\1006_IWL_SAD_XX_noise.wav,Sad
../dataset/esd/0017/Angry/0017_000699.wav,augmented_noise\0017_000699_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/10223.wav,augmented_noise\10223_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/45481.wav,augmented_noise\45481_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/27771.wav,augmented_noise\27771_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/07039.wav,augmented_noise\07039_noise.wav,Neutral
../dataset/esd/0018/Neutral/0018_000205.wav,augmented_noise\0018_000205_noise.wav,Neutral
../dataset/esd/0014/Surprise/0014_001715.wav,augmented_noise\0014_001715_noise.wav,Surprise
../dataset/meld/train/dia319_utt17.mp4,augmented_noise\dia319_utt17_noise.wav,Happy
../dataset/esd/0012/Sad/0012_001136.wav,augmented_noise\0012_001136_noise.wav,Sad
../dataset/esd/0013/Surprise/0013_001452.wav,augmented_noise\0013_001452_noise.wav,Surprise
../dataset/meld/train/dia512_utt12.mp4,augmented_noise\dia512_utt12_noise.wav,Anger
../dataset/esd/0018/Angry/0018_000563.wav,augmented_noise\0018_000563_noise.wav,Anger
../dataset/esd/0015/Happy/0015_000898.wav,augmented_noise\0015_000898_noise.wav,Happy
../dataset/esd/0017/Neutral/0017_000337.wav,augmented_noise\0017_000337_noise.wav,Neutral
../dataset/tess/YAF_sad/YAF_goose_sad.wav,augmented_noise\YAF_goose_sad_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/22471.wav,augmented_noise\22471_noise.wav,Bored
../dataset/esd/0011/Surprise/0011_001452.wav,augmented_noise\0011_001452_noise.wav,Surprise
../dataset/esd/0014/Happy/0014_000946.wav,augmented_noise\0014_000946_noise.wav,Happy
../dataset/meld/train/dia43_utt6.mp4,augmented_noise\dia43_utt6_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/27231.wav,augmented_noise\27231_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/35878.wav,augmented_noise\35878_noise.wav,Neutral
../dataset/esd/0019/Sad/0019_001098.wav,augmented_noise\0019_001098_noise.wav,Sad
../dataset/esd/0018/Happy/0018_000988.wav,augmented_noise\0018_000988_noise.wav,Happy
../dataset/meld/train/dia364_utt0.mp4,augmented_noise\dia364_utt0_noise.wav,Neutral
../dataset/meld/train/dia63_utt0.mp4,augmented_noise\dia63_utt0_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/46837.wav,augmented_noise\46837_noise.wav,Bored
../dataset/crema-d/AudioWAV/1081_ITH_ANG_XX.wav,augmented_noise\1081_ITH_ANG_XX_noise.wav,Anger
../dataset/esd/0018/Surprise/0018_001531.wav,augmented_noise\0018_001531_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/33240.wav,augmented_noise\33240_noise.wav,Bored
../dataset/esd/0019/Angry/0019_000369.wav,augmented_noise\0019_000369_noise.wav,Anger
../dataset/esd/0019/Surprise/0019_001423.wav,augmented_noise\0019_001423_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/33239.wav,augmented_noise\33239_noise.wav,Bored
../dataset/crema-d/AudioWAV/1079_ITS_NEU_XX.wav,augmented_noise\1079_ITS_NEU_XX_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/19809.wav,augmented_noise\19809_noise.wav,Question
../dataset/esd/0019/Surprise/0019_001749.wav,augmented_noise\0019_001749_noise.wav,Surprise
../dataset/esd/0020/Surprise/0020_001529.wav,augmented_noise\0020_001529_noise.wav,Surprise
../dataset/esd/0011/Sad/0011_001133.wav,augmented_noise\0011_001133_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/08619.wav,augmented_noise\08619_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/26643.wav,augmented_noise\26643_noise.wav,Neutral
../dataset/esd/0018/Happy/0018_000992.wav,augmented_noise\0018_000992_noise.wav,Happy
../dataset/crema-d/AudioWAV/1012_IEO_HAP_LO.wav,augmented_noise\1012_IEO_HAP_LO_noise.wav,Happy
../dataset/crema-d/AudioWAV/1066_WSI_FEA_XX.wav,augmented_noise\1066_WSI_FEA_XX_noise.wav,Fear
../dataset/esd/0016/Angry/0016_000600.wav,augmented_noise\0016_000600_noise.wav,Anger
../dataset/meld/train/dia358_utt14.mp4,augmented_noise\dia358_utt14_noise.wav,Sad
../dataset/crema-d/AudioWAV/1033_IEO_DIS_HI.wav,augmented_noise\1033_IEO_DIS_HI_noise.wav,Disgust
../dataset/esd/0016/Neutral/0016_000298.wav,augmented_noise\0016_000298_noise.wav,Neutral
../dataset/meld/train/dia404_utt15.mp4,augmented_noise\dia404_utt15_noise.wav,Neutral
../dataset/esd/0011/Neutral/0011_000017.wav,augmented_noise\0011_000017_noise.wav,Neutral
../dataset/meld/train/dia374_utt11.mp4,augmented_noise\dia374_utt11_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/35607.wav,augmented_noise\35607_noise.wav,Neutral
../dataset/esd/0016/Surprise/0016_001482.wav,augmented_noise\0016_001482_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/36351.wav,augmented_noise\36351_noise.wav,Question
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_sad_13a_1.wav,augmented_noise\male2_sad_13a_1_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/21557.wav,augmented_noise\21557_noise.wav,Question
../dataset/mlend/MLEndSND_Public/15482.wav,augmented_noise\15482_noise.wav,Question
../dataset/mlend/MLEndSND_Public/38507.wav,augmented_noise\38507_noise.wav,Question
../dataset/crema-d/AudioWAV/1083_IOM_HAP_XX.wav,augmented_noise\1083_IOM_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/04908.wav,augmented_noise\04908_noise.wav,Bored
../dataset/esd/0017/Neutral/0017_000226.wav,augmented_noise\0017_000226_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/19562.wav,augmented_noise\19562_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/14658.wav,augmented_noise\14658_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/25721.wav,augmented_noise\25721_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/10096.wav,augmented_noise\10096_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/12792.wav,augmented_noise\12792_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/35311.wav,augmented_noise\35311_noise.wav,Question
../dataset/mlend/MLEndSND_Public/09333.wav,augmented_noise\09333_noise.wav,Neutral
../dataset/esd/0013/Happy/0013_000827.wav,augmented_noise\0013_000827_noise.wav,Happy
../dataset/esd/0019/Neutral/0019_000123.wav,augmented_noise\0019_000123_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/26067.wav,augmented_noise\26067_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1063_IWW_SAD_XX.wav,augmented_noise\1063_IWW_SAD_XX_noise.wav,Sad
../dataset/tess/YAF_happy/YAF_lose_happy.wav,augmented_noise\YAF_lose_happy_noise.wav,Happy
../dataset/crema-d/AudioWAV/1037_ITS_SAD_XX.wav,augmented_noise\1037_ITS_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/21000.wav,augmented_noise\21000_noise.wav,Happy
../dataset/esd/0017/Sad/0017_001094.wav,augmented_noise\0017_001094_noise.wav,Sad
../dataset/crema-d/AudioWAV/1046_ITS_NEU_XX.wav,augmented_noise\1046_ITS_NEU_XX_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/40723.wav,augmented_noise\40723_noise.wav,Bored
../dataset/ravdess/Actor_11/03-01-01-01-01-02-11.wav,augmented_noise\03-01-01-01-01-02-11_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/21467.wav,augmented_noise\21467_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/43108.wav,augmented_noise\43108_noise.wav,Neutral
../dataset/esd/0012/Angry/0012_000388.wav,augmented_noise\0012_000388_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/40496.wav,augmented_noise\40496_noise.wav,Question
../dataset/meld/train/dia543_utt1.mp4,augmented_noise\dia543_utt1_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/05396.wav,augmented_noise\05396_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/03518.wav,augmented_noise\03518_noise.wav,Bored
../dataset/esd/0011/Sad/0011_001058.wav,augmented_noise\0011_001058_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/07835.wav,augmented_noise\07835_noise.wav,Happy
../dataset/meld/train/dia441_utt7.mp4,augmented_noise\dia441_utt7_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/11490.wav,augmented_noise\11490_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1088_TSI_SAD_XX.wav,augmented_noise\1088_TSI_SAD_XX_noise.wav,Sad
../dataset/esd/0020/Happy/0020_000729.wav,augmented_noise\0020_000729_noise.wav,Happy
../dataset/tess/YAF_happy/YAF_vine_happy.wav,augmented_noise\YAF_vine_happy_noise.wav,Happy
../dataset/meld/train/dia990_utt14.mp4,augmented_noise\dia990_utt14_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/19878.wav,augmented_noise\19878_noise.wav,Happy
../dataset/esd/0013/Sad/0013_001242.wav,augmented_noise\0013_001242_noise.wav,Sad
../dataset/crema-d/AudioWAV/1082_DFA_FEA_XX.wav,augmented_noise\1082_DFA_FEA_XX_noise.wav,Fear
../dataset/crema-d/AudioWAV/1065_IWL_NEU_XX.wav,augmented_noise\1065_IWL_NEU_XX_noise.wav,Neutral
../dataset/esd/0013/Surprise/0013_001526.wav,augmented_noise\0013_001526_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/06624.wav,augmented_noise\06624_noise.wav,Happy
../dataset/tess/OAF_Fear/OAF_wash_fear.wav,augmented_noise\OAF_wash_fear_noise.wav,Fear
../dataset/tess/OAF_Sad/OAF_keen_sad.wav,augmented_noise\OAF_keen_sad_noise.wav,Sad
../dataset/esd/0018/Surprise/0018_001578.wav,augmented_noise\0018_001578_noise.wav,Surprise
../dataset/esd/0011/Sad/0011_001194.wav,augmented_noise\0011_001194_noise.wav,Sad
../dataset/tess/OAF_neutral/OAF_late_neutral.wav,augmented_noise\OAF_late_neutral_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/17255.wav,augmented_noise\17255_noise.wav,Happy
../dataset/tess/YAF_angry/YAF_rush_angry.wav,augmented_noise\YAF_rush_angry_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/41777.wav,augmented_noise\41777_noise.wav,Question
../dataset/tess/OAF_Pleasant_surprise/OAF_yearn_ps.wav,augmented_noise\OAF_yearn_ps_noise.wav,Surprise
../dataset/crema-d/AudioWAV/1025_DFA_ANG_XX.wav,augmented_noise\1025_DFA_ANG_XX_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/20996.wav,augmented_noise\20996_noise.wav,Happy
../dataset/esd/0016/Surprise/0016_001494.wav,augmented_noise\0016_001494_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/00005.wav,augmented_noise\00005_noise.wav,Neutral
../dataset/esd/0020/Angry/0020_000473.wav,augmented_noise\0020_000473_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/41654.wav,augmented_noise\41654_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/41045.wav,augmented_noise\41045_noise.wav,Question
../dataset/tess/YAF_pleasant_surprised/YAF_chalk_ps.wav,augmented_noise\YAF_chalk_ps_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/35388.wav,augmented_noise\35388_noise.wav,Question
../dataset/meld/train/dia501_utt0.mp4,augmented_noise\dia501_utt0_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1063_TIE_SAD_XX.wav,augmented_noise\1063_TIE_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/27500.wav,augmented_noise\27500_noise.wav,Neutral
../dataset/esd/0012/Sad/0012_001221.wav,augmented_noise\0012_001221_noise.wav,Sad
../dataset/crema-d/AudioWAV/1018_ITS_HAP_XX.wav,augmented_noise\1018_ITS_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/10067.wav,augmented_noise\10067_noise.wav,Bored
../dataset/meld/train/dia712_utt3.mp4,augmented_noise\dia712_utt3_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/13532.wav,augmented_noise\13532_noise.wav,Question
../dataset/mlend/MLEndSND_Public/11769.wav,augmented_noise\11769_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/05603.wav,augmented_noise\05603_noise.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_angry_7b_1.wav,augmented_noise\male2_angry_7b_1_noise.wav,Anger
../dataset/tess/YAF_fear/YAF_deep_fear.wav,augmented_noise\YAF_deep_fear_noise.wav,Fear
../dataset/esd/0020/Angry/0020_000554.wav,augmented_noise\0020_000554_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/36784.wav,augmented_noise\36784_noise.wav,Question
../dataset/esd/0012/Neutral/0012_000331.wav,augmented_noise\0012_000331_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/16858.wav,augmented_noise\16858_noise.wav,Bored
../dataset/ravdess/Actor_21/03-01-08-02-01-02-21.wav,augmented_noise\03-01-08-02-01-02-21_noise.wav,Surprise
../dataset/meld/train/dia61_utt8.mp4,augmented_noise\dia61_utt8_noise.wav,Happy
../dataset/esd/0016/Angry/0016_000661.wav,augmented_noise\0016_000661_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/37987.wav,augmented_noise\37987_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/38373.wav,augmented_noise\38373_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/28751.wav,augmented_noise\28751_noise.wav,Bored
../dataset/meld/train/dia996_utt14.mp4,augmented_noise\dia996_utt14_noise.wav,Neutral
../dataset/meld/train/dia244_utt1.mp4,augmented_noise\dia244_utt1_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/23949.wav,augmented_noise\23949_noise.wav,Question
../dataset/esd/0013/Neutral/0013_000225.wav,augmented_noise\0013_000225_noise.wav,Neutral
../dataset/esd/0012/Neutral/0012_000001.wav,augmented_noise\0012_000001_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1051_IWL_SAD_XX.wav,augmented_noise\1051_IWL_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/18595.wav,augmented_noise\18595_noise.wav,Happy
../dataset/meld/train/dia204_utt10.mp4,augmented_noise\dia204_utt10_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/04647.wav,augmented_noise\04647_noise.wav,Question
../dataset/esd/0020/Happy/0020_000905.wav,augmented_noise\0020_000905_noise.wav,Happy
../dataset/esd/0019/Surprise/0019_001406.wav,augmented_noise\0019_001406_noise.wav,Surprise
../dataset/meld/train/dia279_utt4.mp4,augmented_noise\dia279_utt4_noise.wav,Anger
../dataset/crema-d/AudioWAV/1071_TSI_ANG_XX.wav,augmented_noise\1071_TSI_ANG_XX_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/14827.wav,augmented_noise\14827_noise.wav,Question
../dataset/mlend/MLEndSND_Public/38343.wav,augmented_noise\38343_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/38192.wav,augmented_noise\38192_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/34940.wav,augmented_noise\34940_noise.wav,Happy
../dataset/crema-d/AudioWAV/1040_TAI_NEU_XX.wav,augmented_noise\1040_TAI_NEU_XX_noise.wav,Neutral
../dataset/esd/0013/Happy/0013_000732.wav,augmented_noise\0013_000732_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/31711.wav,augmented_noise\31711_noise.wav,Question
../dataset/mlend/MLEndSND_Public/39332.wav,augmented_noise\39332_noise.wav,Neutral
../dataset/esd/0013/Angry/0013_000482.wav,augmented_noise\0013_000482_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/36013.wav,augmented_noise\36013_noise.wav,Bored
../dataset/crema-d/AudioWAV/1079_DFA_SAD_XX.wav,augmented_noise\1079_DFA_SAD_XX_noise.wav,Sad
../dataset/savee/KL_n03.wav,augmented_noise\KL_n03_noise.wav,Neutral
../dataset/esd/0014/Angry/0014_000386.wav,augmented_noise\0014_000386_noise.wav,Anger
../dataset/esd/0014/Angry/0014_000658.wav,augmented_noise\0014_000658_noise.wav,Anger
../dataset/crema-d/AudioWAV/1003_IEO_HAP_LO.wav,augmented_noise\1003_IEO_HAP_LO_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/14267.wav,augmented_noise\14267_noise.wav,Question
../dataset/esd/0013/Angry/0013_000477.wav,augmented_noise\0013_000477_noise.wav,Anger
../dataset/tess/YAF_disgust/YAF_mill_disgust.wav,augmented_noise\YAF_mill_disgust_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/21474.wav,augmented_noise\21474_noise.wav,Question
../dataset/meld/train/dia264_utt14.mp4,augmented_noise\dia264_utt14_noise.wav,Neutral
../dataset/esd/0014/Surprise/0014_001561.wav,augmented_noise\0014_001561_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/21599.wav,augmented_noise\21599_noise.wav,Question
../dataset/tess/OAF_neutral/OAF_judge_neutral.wav,augmented_noise\OAF_judge_neutral_noise.wav,Neutral
../dataset/esd/0011/Happy/0011_000720.wav,augmented_noise\0011_000720_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/22114.wav,augmented_noise\22114_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/20846.wav,augmented_noise\20846_noise.wav,Bored
../dataset/ravdess/Actor_12/03-01-01-01-01-02-12.wav,augmented_noise\03-01-01-01-01-02-12_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/40566.wav,augmented_noise\40566_noise.wav,Question
../dataset/crema-d/AudioWAV/1022_TIE_NEU_XX.wav,augmented_noise\1022_TIE_NEU_XX_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/33628.wav,augmented_noise\33628_noise.wav,Neutral
../dataset/esd/0020/Sad/0020_001170.wav,augmented_noise\0020_001170_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/19212.wav,augmented_noise\19212_noise.wav,Neutral
../dataset/meld/train/dia849_utt7.mp4,augmented_noise\dia849_utt7_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/06524.wav,augmented_noise\06524_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/21510.wav,augmented_noise\21510_noise.wav,Question
../dataset/mlend/MLEndSND_Public/17943.wav,augmented_noise\17943_noise.wav,Question
../dataset/meld/train/dia99_utt14.mp4,augmented_noise\dia99_utt14_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/24204.wav,augmented_noise\24204_noise.wav,Happy
../dataset/meld/train/dia545_utt4.mp4,augmented_noise\dia545_utt4_noise.wav,Neutral
../dataset/esd/0015/Surprise/0015_001685.wav,augmented_noise\0015_001685_noise.wav,Surprise
../dataset/meld/train/dia836_utt3.mp4,augmented_noise\dia836_utt3_noise.wav,Neutral
../dataset/esd/0018/Neutral/0018_000331.wav,augmented_noise\0018_000331_noise.wav,Neutral
../dataset/tess/OAF_disgust/OAF_talk_disgust.wav,augmented_noise\OAF_talk_disgust_noise.wav,Disgust
../dataset/crema-d/AudioWAV/1002_IWW_SAD_XX.wav,augmented_noise\1002_IWW_SAD_XX_noise.wav,Sad
../dataset/meld/train/dia86_utt9.mp4,augmented_noise\dia86_utt9_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/05719.wav,augmented_noise\05719_noise.wav,Question
../dataset/mlend/MLEndSND_Public/23520.wav,augmented_noise\23520_noise.wav,Neutral
../dataset/meld/train/dia264_utt4.mp4,augmented_noise\dia264_utt4_noise.wav,Happy
../dataset/meld/train/dia398_utt7.mp4,augmented_noise\dia398_utt7_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/45639.wav,augmented_noise\45639_noise.wav,Bored
../dataset/crema-d/AudioWAV/1026_TIE_ANG_XX.wav,augmented_noise\1026_TIE_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1084_TSI_FEA_XX.wav,augmented_noise\1084_TSI_FEA_XX_noise.wav,Fear
../dataset/esd/0019/Surprise/0019_001737.wav,augmented_noise\0019_001737_noise.wav,Surprise
../dataset/esd/0014/Happy/0014_001004.wav,augmented_noise\0014_001004_noise.wav,Happy
../dataset/meld/train/dia137_utt4.mp4,augmented_noise\dia137_utt4_noise.wav,Happy
../dataset/meld/train/dia945_utt4.mp4,augmented_noise\dia945_utt4_noise.wav,Sad
../dataset/esd/0015/Surprise/0015_001422.wav,augmented_noise\0015_001422_noise.wav,Surprise
../dataset/crema-d/AudioWAV/1013_IWW_HAP_XX.wav,augmented_noise\1013_IWW_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/13873.wav,augmented_noise\13873_noise.wav,Question
../dataset/mlend/MLEndSND_Public/40621.wav,augmented_noise\40621_noise.wav,Question
../dataset/esd/0011/Neutral/0011_000118.wav,augmented_noise\0011_000118_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1078_IEO_SAD_HI.wav,augmented_noise\1078_IEO_SAD_HI_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/26008.wav,augmented_noise\26008_noise.wav,Happy
../dataset/ravdess/Actor_01/03-01-05-01-02-02-01.wav,augmented_noise\03-01-05-01-02-02-01_noise.wav,Anger
../dataset/esd/0019/Neutral/0019_000212.wav,augmented_noise\0019_000212_noise.wav,Neutral
../dataset/esd/0020/Sad/0020_001400.wav,augmented_noise\0020_001400_noise.wav,Sad
../dataset/esd/0020/Angry/0020_000447.wav,augmented_noise\0020_000447_noise.wav,Anger
